@relation control_asistencia_monngo.asistencias-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R5

@attribute nombre {'Jorge Morales','Rafael Ortiz','Claudia Reyes','Mario Salazar','Diego Campos','Luis Silva','Laura Sanchez','Juan Pena','Sofia Herrera','Sara Villalba','Felipe Mendoza','Tomas Gallardo','Hector Gutierrez','Diana Moreno','Gabriel Romero','Elena Vargas','Lucia Medina','Monica Cabrera','Jose Lopez','Paula Fernandez','Carlos Diaz','Ana Torres','Miguel Castro','Daniela Pardo','Camila Navarro','Isabel Fuentes','Pedro Gomez','Andrea Rios','Valeria Soto','Pablo Torres'}
@attribute clase {Matematicas-A,Quimica-C,Historia-B}
@attribute dia_semana {martes,viernes,lunes,miercoles,jueves}
@attribute hora {'10:15 a. m.','11:30 a. m.','10:00 a. m.','02:45 a. m.','10:15 p. m.','09:15 p. m.','07:00 p. m.','08:45 a. m.','06:15 a. m.','06:00 p. m.','01:15 a. m.','02:00 p. m.','06:45 p. m.','04:30 a. m.','04:45 p. m.','11:45 p. m.','09:00 a. m.','11:15 a. m.','08:00 a. m.','06:30 a. m.','02:30 a. m.','11:30 p. m.','05:15 p. m.','04:30 p. m.','01:00 a. m.','05:30 a. m.','02:00 a. m.','04:15 p. m.','10:30 a. m.','01:15 p. m.','09:00 p. m.','02:15 p. m.','10:30 p. m.','03:00 a. m.','12:30 a. m.','10:00 p. m.','11:00 a. m.','09:30 p. m.','03:00 p. m.','01:30 p. m.','03:45 a. m.','07:45 p. m.','05:45 a. m.','03:45 p. m.','05:15 a. m.','03:15 p. m.','08:15 p. m.','10:45 a. m.','12:00 a. m.','07:30 p. m.','07:15 p. m.','09:30 a. m.','04:45 a. m.','09:15 a. m.','07:15 a. m.','03:30 p. m.','05:00 p. m.','01:45 a. m.','08:00 p. m.','03:15 a. m.','07:30 a. m.','12:00 p. m.','04:00 p. m.','07:45 a. m.','09:45 a. m.','12:45 a. m.','04:15 a. m.','12:45 p. m.','08:15 a. m.','12:15 a. m.','08:30 p. m.','04:00 a. m.','11:45 a. m.','05:45 p. m.','01:45 p. m.','02:30 p. m.','06:45 a. m.','08:45 p. m.','08:30 a. m.','10:45 p. m.','05:30 p. m.','06:15 p. m.','12:15 p. m.','02:45 p. m.','05:00 a. m.','01:00 p. m.','11:15 p. m.','11:00 p. m.','01:30 a. m.','06:30 p. m.','03:30 a. m.','06:00 a. m.','07:00 a. m.','02:15 a. m.','09:45 p. m.','12:30 p. m.'}
@attribute mes {febrero,enero,abril,marzo,diciembre,mayo,julio,octubre,septiembre,noviembre,junio,agosto}
@attribute estado {Ausente,Presente,Tarde}

@data
'Jose Lopez',Historia-B,jueves,'02:30 a. m.',abril,Presente
'Daniela Pardo',Historia-B,lunes,'11:15 p. m.',febrero,Ausente
'Rafael Ortiz',Matematicas-A,jueves,'07:45 p. m.',agosto,Presente
'Jose Lopez',Matematicas-A,viernes,'11:00 a. m.',junio,Ausente
'Mario Salazar',Quimica-C,viernes,'04:15 a. m.',mayo,Presente
'Jose Lopez',Quimica-C,martes,'08:00 p. m.',junio,Presente
'Carlos Diaz',Quimica-C,miercoles,'07:45 p. m.',marzo,Presente
'Elena Vargas',Matematicas-A,jueves,'07:15 p. m.',febrero,Presente
'Felipe Mendoza',Historia-B,viernes,'07:45 a. m.',diciembre,Presente
'Felipe Mendoza',Matematicas-A,miercoles,'11:30 a. m.',agosto,Ausente
'Sofia Herrera',Matematicas-A,miercoles,'12:30 a. m.',agosto,Ausente
'Elena Vargas',Matematicas-A,miercoles,'06:45 a. m.',septiembre,Presente
'Camila Navarro',Quimica-C,martes,'04:00 a. m.',agosto,Presente
'Carlos Diaz',Matematicas-A,viernes,'09:00 p. m.',febrero,Ausente
'Juan Pena',Historia-B,miercoles,'10:00 a. m.',noviembre,Ausente
'Valeria Soto',Historia-B,jueves,'01:30 a. m.',septiembre,Presente
'Isabel Fuentes',Matematicas-A,jueves,'10:45 a. m.',mayo,Ausente
'Gabriel Romero',Matematicas-A,miercoles,'10:45 a. m.',agosto,Ausente
'Lucia Medina',Quimica-C,viernes,'08:00 p. m.',septiembre,Presente
'Elena Vargas',Quimica-C,jueves,'01:00 p. m.',enero,Presente
'Gabriel Romero',Matematicas-A,lunes,'11:00 p. m.',noviembre,Ausente
'Lucia Medina',Historia-B,jueves,'07:00 p. m.',junio,Presente
'Daniela Pardo',Historia-B,jueves,'03:00 p. m.',agosto,Presente
'Camila Navarro',Historia-B,lunes,'04:15 p. m.',julio,Presente
'Isabel Fuentes',Matematicas-A,lunes,'06:15 a. m.',junio,Presente
'Jorge Morales',Matematicas-A,lunes,'03:15 a. m.',octubre,Presente
'Jorge Morales',Historia-B,viernes,'09:15 p. m.',noviembre,Tarde
'Mario Salazar',Historia-B,jueves,'06:30 a. m.',julio,Presente
'Ana Torres',Quimica-C,lunes,'05:30 p. m.',noviembre,Presente
'Rafael Ortiz',Matematicas-A,viernes,'07:15 a. m.',octubre,Presente
'Gabriel Romero',Historia-B,miercoles,'09:15 p. m.',octubre,Tarde
'Monica Cabrera',Quimica-C,miercoles,'09:00 a. m.',enero,Presente
'Camila Navarro',Matematicas-A,lunes,'06:30 a. m.',octubre,Presente
'Lucia Medina',Matematicas-A,lunes,'01:30 a. m.',julio,Presente
'Gabriel Romero',Historia-B,lunes,'12:30 p. m.',enero,Ausente
'Jorge Morales',Matematicas-A,viernes,'08:45 p. m.',abril,Ausente
'Luis Silva',Historia-B,martes,'10:30 p. m.',enero,Ausente
'Jorge Morales',Matematicas-A,jueves,'04:30 a. m.',diciembre,Presente
'Mario Salazar',Historia-B,martes,'04:45 a. m.',octubre,Presente
'Hector Gutierrez',Historia-B,lunes,'05:45 p. m.',marzo,Presente
'Jorge Morales',Matematicas-A,miercoles,'09:30 p. m.',diciembre,Ausente
'Juan Pena',Historia-B,martes,'01:45 p. m.',enero,Presente
'Camila Navarro',Matematicas-A,jueves,'02:15 a. m.',septiembre,Presente
'Rafael Ortiz',Quimica-C,martes,'05:00 p. m.',diciembre,Presente
'Andrea Rios',Quimica-C,miercoles,'01:45 a. m.',noviembre,Presente
'Miguel Castro',Quimica-C,miercoles,'07:45 p. m.',marzo,Presente
'Ana Torres',Quimica-C,miercoles,'03:15 p. m.',diciembre,Presente
'Ana Torres',Historia-B,jueves,'01:45 p. m.',mayo,Presente
'Claudia Reyes',Quimica-C,martes,'10:00 a. m.',marzo,Presente
'Carlos Diaz',Matematicas-A,martes,'04:45 a. m.',enero,Presente
'Hector Gutierrez',Quimica-C,martes,'03:00 a. m.',agosto,Presente
'Ana Torres',Historia-B,viernes,'07:15 a. m.',julio,Presente
'Monica Cabrera',Quimica-C,jueves,'09:45 a. m.',octubre,Presente
'Jose Lopez',Historia-B,jueves,'12:45 a. m.',julio,Ausente
'Mario Salazar',Quimica-C,lunes,'08:15 p. m.',junio,Presente
'Pedro Gomez',Historia-B,viernes,'05:15 a. m.',marzo,Presente
'Miguel Castro',Matematicas-A,martes,'07:15 p. m.',enero,Presente
'Daniela Pardo',Quimica-C,viernes,'01:30 a. m.',febrero,Presente
'Gabriel Romero',Quimica-C,lunes,'07:45 a. m.',marzo,Presente
'Laura Sanchez',Quimica-C,martes,'09:45 p. m.',enero,Presente
'Diana Moreno',Matematicas-A,martes,'12:45 a. m.',julio,Ausente
'Mario Salazar',Historia-B,jueves,'06:15 a. m.',abril,Presente
'Jorge Morales',Historia-B,lunes,'02:15 p. m.',octubre,Presente
'Tomas Gallardo',Matematicas-A,martes,'05:45 p. m.',diciembre,Presente
'Gabriel Romero',Matematicas-A,miercoles,'06:45 p. m.',abril,Presente
'Diego Campos',Historia-B,viernes,'09:45 p. m.',enero,Ausente
'Monica Cabrera',Quimica-C,jueves,'02:00 a. m.',febrero,Presente
'Diego Campos',Quimica-C,martes,'11:00 p. m.',junio,Tarde
'Paula Fernandez',Quimica-C,lunes,'04:30 p. m.',enero,Presente
'Jose Lopez',Historia-B,martes,'01:45 p. m.',marzo,Presente
'Diana Moreno',Historia-B,lunes,'11:00 p. m.',octubre,Ausente
'Paula Fernandez',Historia-B,miercoles,'08:45 a. m.',marzo,Presente
'Valeria Soto',Historia-B,lunes,'02:45 p. m.',agosto,Presente
'Valeria Soto',Historia-B,martes,'06:00 p. m.',octubre,Presente
'Juan Pena',Quimica-C,miercoles,'03:30 p. m.',octubre,Presente
'Felipe Mendoza',Quimica-C,viernes,'03:15 p. m.',abril,Presente
'Elena Vargas',Historia-B,jueves,'03:15 a. m.',febrero,Presente
'Jorge Morales',Quimica-C,viernes,'01:15 a. m.',abril,Presente
'Laura Sanchez',Historia-B,viernes,'03:15 p. m.',febrero,Presente
'Carlos Diaz',Matematicas-A,martes,'07:15 a. m.',abril,Presente
'Pablo Torres',Quimica-C,miercoles,'06:30 a. m.',junio,Presente
'Pedro Gomez',Matematicas-A,jueves,'08:00 p. m.',enero,Presente
'Carlos Diaz',Quimica-C,miercoles,'03:15 p. m.',enero,Presente
'Jose Lopez',Quimica-C,jueves,'01:30 p. m.',febrero,Presente
'Hector Gutierrez',Matematicas-A,viernes,'02:00 a. m.',julio,Presente
'Valeria Soto',Matematicas-A,martes,'04:00 p. m.',febrero,Presente
'Lucia Medina',Matematicas-A,martes,'02:15 a. m.',octubre,Presente
'Camila Navarro',Quimica-C,viernes,'11:00 p. m.',junio,Tarde
'Diana Moreno',Quimica-C,jueves,'12:30 p. m.',octubre,Ausente
'Lucia Medina',Quimica-C,jueves,'11:45 p. m.',marzo,Ausente
'Elena Vargas',Quimica-C,jueves,'02:30 a. m.',diciembre,Presente
'Luis Silva',Matematicas-A,viernes,'03:45 a. m.',febrero,Presente
'Andrea Rios',Matematicas-A,viernes,'06:45 p. m.',abril,Presente
'Jose Lopez',Quimica-C,jueves,'06:15 a. m.',septiembre,Presente
'Elena Vargas',Historia-B,viernes,'04:45 a. m.',junio,Presente
'Andrea Rios',Historia-B,jueves,'02:00 a. m.',mayo,Presente
'Hector Gutierrez',Quimica-C,jueves,'11:15 p. m.',marzo,Ausente
'Diego Campos',Historia-B,viernes,'05:30 a. m.',febrero,Presente
'Lucia Medina',Historia-B,martes,'04:00 a. m.',julio,Presente
'Luis Silva',Matematicas-A,martes,'05:15 p. m.',mayo,Presente
'Felipe Mendoza',Matematicas-A,lunes,'01:45 a. m.',diciembre,Presente
'Claudia Reyes',Historia-B,miercoles,'08:00 p. m.',abril,Presente
'Monica Cabrera',Historia-B,jueves,'05:15 p. m.',septiembre,Presente
'Juan Pena',Historia-B,jueves,'12:15 p. m.',junio,Ausente
'Hector Gutierrez',Quimica-C,lunes,'12:45 a. m.',febrero,Ausente
'Andrea Rios',Historia-B,lunes,'03:15 p. m.',febrero,Presente
'Laura Sanchez',Historia-B,lunes,'05:00 p. m.',noviembre,Presente
'Mario Salazar',Historia-B,jueves,'10:45 p. m.',junio,Ausente
'Pablo Torres',Quimica-C,viernes,'04:45 p. m.',abril,Presente
'Miguel Castro',Matematicas-A,viernes,'09:30 p. m.',noviembre,Ausente
'Lucia Medina',Quimica-C,miercoles,'08:30 a. m.',enero,Presente
'Pedro Gomez',Matematicas-A,lunes,'11:45 a. m.',febrero,Ausente
'Camila Navarro',Matematicas-A,martes,'06:15 p. m.',mayo,Presente
'Claudia Reyes',Quimica-C,lunes,'06:15 a. m.',enero,Presente
'Luis Silva',Historia-B,martes,'02:15 p. m.',abril,Presente
'Rafael Ortiz',Historia-B,jueves,'04:45 a. m.',mayo,Presente
'Rafael Ortiz',Matematicas-A,lunes,'06:00 p. m.',noviembre,Presente
'Paula Fernandez',Matematicas-A,miercoles,'06:00 p. m.',febrero,Presente
'Hector Gutierrez',Quimica-C,jueves,'07:30 a. m.',febrero,Presente
'Daniela Pardo',Historia-B,miercoles,'01:15 a. m.',septiembre,Presente
'Luis Silva',Historia-B,lunes,'07:45 a. m.',mayo,Presente
'Jorge Morales',Matematicas-A,jueves,'11:00 p. m.',diciembre,Ausente
'Monica Cabrera',Historia-B,miercoles,'08:30 p. m.',enero,Presente
'Lucia Medina',Historia-B,martes,'06:30 a. m.',enero,Presente
'Camila Navarro',Quimica-C,miercoles,'03:45 p. m.',mayo,Presente
'Jorge Morales',Historia-B,martes,'06:45 p. m.',octubre,Presente
'Hector Gutierrez',Quimica-C,lunes,'06:30 p. m.',enero,Presente
'Felipe Mendoza',Quimica-C,jueves,'10:45 a. m.',abril,Tarde
'Gabriel Romero',Historia-B,jueves,'05:00 p. m.',abril,Presente
'Hector Gutierrez',Historia-B,miercoles,'05:45 p. m.',diciembre,Presente
'Juan Pena',Quimica-C,lunes,'04:15 p. m.',enero,Presente
'Claudia Reyes',Historia-B,lunes,'06:30 a. m.',noviembre,Presente
'Pedro Gomez',Historia-B,lunes,'01:45 a. m.',julio,Presente
'Tomas Gallardo',Matematicas-A,viernes,'06:45 p. m.',enero,Presente
'Jose Lopez',Quimica-C,jueves,'01:30 a. m.',agosto,Presente
'Pedro Gomez',Matematicas-A,lunes,'06:00 a. m.',julio,Presente
'Rafael Ortiz',Matematicas-A,martes,'08:45 a. m.',febrero,Ausente
'Pedro Gomez',Matematicas-A,miercoles,'06:15 p. m.',junio,Presente
'Diana Moreno',Quimica-C,miercoles,'10:15 a. m.',febrero,Presente
'Valeria Soto',Historia-B,viernes,'12:45 p. m.',marzo,Ausente
'Lucia Medina',Quimica-C,miercoles,'01:00 p. m.',febrero,Presente
'Daniela Pardo',Matematicas-A,lunes,'12:45 p. m.',agosto,Ausente
'Lucia Medina',Quimica-C,lunes,'09:00 a. m.',octubre,Presente
'Andrea Rios',Historia-B,lunes,'02:45 a. m.',septiembre,Presente
'Miguel Castro',Historia-B,miercoles,'09:00 p. m.',mayo,Presente
'Laura Sanchez',Matematicas-A,martes,'01:15 p. m.',febrero,Presente
'Valeria Soto',Historia-B,martes,'09:30 p. m.',julio,Tarde
'Paula Fernandez',Historia-B,jueves,'02:30 a. m.',enero,Presente
'Sofia Herrera',Quimica-C,miercoles,'02:15 a. m.',octubre,Presente
'Valeria Soto',Matematicas-A,viernes,'03:15 a. m.',febrero,Presente
'Jose Lopez',Quimica-C,martes,'05:00 p. m.',marzo,Presente
'Juan Pena',Matematicas-A,jueves,'01:15 p. m.',octubre,Presente
'Rafael Ortiz',Matematicas-A,lunes,'08:30 p. m.',enero,Tarde
'Tomas Gallardo',Quimica-C,lunes,'05:15 a. m.',septiembre,Presente
'Elena Vargas',Historia-B,jueves,'03:45 p. m.',julio,Presente
'Andrea Rios',Matematicas-A,viernes,'05:00 p. m.',febrero,Presente
'Mario Salazar',Matematicas-A,miercoles,'06:00 p. m.',marzo,Presente
'Daniela Pardo',Matematicas-A,martes,'03:30 a. m.',abril,Presente
'Jose Lopez',Quimica-C,miercoles,'07:30 p. m.',abril,Presente
'Isabel Fuentes',Quimica-C,martes,'08:00 a. m.',septiembre,Presente
'Camila Navarro',Quimica-C,jueves,'05:15 a. m.',junio,Presente
'Rafael Ortiz',Matematicas-A,miercoles,'02:15 p. m.',julio,Presente
'Gabriel Romero',Quimica-C,miercoles,'03:15 a. m.',agosto,Presente
'Andrea Rios',Quimica-C,viernes,'12:15 p. m.',abril,Ausente
'Mario Salazar',Historia-B,lunes,'05:15 p. m.',febrero,Presente
'Luis Silva',Quimica-C,martes,'08:45 a. m.',diciembre,Presente
'Camila Navarro',Historia-B,martes,'06:45 a. m.',julio,Presente
'Sofia Herrera',Matematicas-A,viernes,'01:15 a. m.',agosto,Presente
'Daniela Pardo',Historia-B,miercoles,'03:45 a. m.',diciembre,Presente
'Diana Moreno',Quimica-C,lunes,'07:45 a. m.',junio,Presente
'Miguel Castro',Quimica-C,martes,'02:15 p. m.',enero,Presente
'Laura Sanchez',Matematicas-A,viernes,'05:15 p. m.',febrero,Presente
'Pablo Torres',Quimica-C,jueves,'12:45 p. m.',enero,Ausente
'Laura Sanchez',Matematicas-A,martes,'05:15 p. m.',octubre,Presente
'Daniela Pardo',Matematicas-A,jueves,'09:00 a. m.',octubre,Ausente
'Jose Lopez',Matematicas-A,miercoles,'03:15 p. m.',mayo,Presente
'Monica Cabrera',Matematicas-A,martes,'01:30 p. m.',junio,Presente
'Monica Cabrera',Historia-B,jueves,'05:00 a. m.',febrero,Presente
'Lucia Medina',Matematicas-A,miercoles,'04:00 p. m.',septiembre,Presente
'Rafael Ortiz',Matematicas-A,viernes,'04:45 p. m.',mayo,Presente
'Jorge Morales',Quimica-C,jueves,'03:30 a. m.',mayo,Presente
'Tomas Gallardo',Historia-B,jueves,'01:00 p. m.',octubre,Presente
'Monica Cabrera',Historia-B,viernes,'05:00 a. m.',octubre,Presente
'Claudia Reyes',Matematicas-A,viernes,'05:45 a. m.',octubre,Presente
'Hector Gutierrez',Quimica-C,martes,'05:00 a. m.',mayo,Presente
'Camila Navarro',Quimica-C,miercoles,'02:45 p. m.',julio,Presente
'Valeria Soto',Historia-B,miercoles,'07:15 a. m.',junio,Presente
'Diana Moreno',Matematicas-A,miercoles,'10:45 p. m.',marzo,Ausente
'Gabriel Romero',Historia-B,viernes,'03:45 p. m.',julio,Presente
'Sofia Herrera',Historia-B,miercoles,'12:30 a. m.',diciembre,Ausente
'Claudia Reyes',Quimica-C,lunes,'08:15 a. m.',junio,Presente
'Rafael Ortiz',Quimica-C,miercoles,'06:00 a. m.',enero,Presente
'Miguel Castro',Quimica-C,martes,'11:45 a. m.',septiembre,Ausente
'Isabel Fuentes',Historia-B,viernes,'07:45 p. m.',septiembre,Presente
'Claudia Reyes',Historia-B,lunes,'02:45 a. m.',octubre,Presente
'Rafael Ortiz',Matematicas-A,miercoles,'04:00 p. m.',noviembre,Presente
'Rafael Ortiz',Matematicas-A,lunes,'07:15 a. m.',marzo,Presente
'Miguel Castro',Historia-B,lunes,'04:45 a. m.',abril,Presente
'Lucia Medina',Matematicas-A,miercoles,'12:30 p. m.',abril,Ausente
'Monica Cabrera',Matematicas-A,lunes,'05:45 p. m.',octubre,Presente
'Andrea Rios',Matematicas-A,lunes,'08:30 p. m.',noviembre,Tarde
'Ana Torres',Matematicas-A,jueves,'12:15 p. m.',octubre,Ausente
'Jose Lopez',Quimica-C,jueves,'07:45 p. m.',noviembre,Presente
'Pedro Gomez',Matematicas-A,lunes,'06:15 a. m.',octubre,Presente
'Ana Torres',Quimica-C,viernes,'09:15 a. m.',noviembre,Presente
'Jorge Morales',Historia-B,martes,'09:15 a. m.',diciembre,Tarde
'Laura Sanchez',Matematicas-A,miercoles,'08:45 p. m.',septiembre,Ausente
'Pablo Torres',Quimica-C,jueves,'11:45 a. m.',marzo,Ausente
'Mario Salazar',Historia-B,martes,'09:30 p. m.',febrero,Tarde
'Hector Gutierrez',Quimica-C,viernes,'12:45 a. m.',junio,Ausente
'Monica Cabrera',Historia-B,viernes,'10:30 p. m.',octubre,Ausente
'Sara Villalba',Matematicas-A,miercoles,'04:00 p. m.',marzo,Presente
'Claudia Reyes',Quimica-C,jueves,'04:30 p. m.',julio,Presente
'Paula Fernandez',Matematicas-A,martes,'10:15 a. m.',noviembre,Ausente
'Valeria Soto',Matematicas-A,jueves,'10:30 a. m.',octubre,Ausente
'Diego Campos',Historia-B,martes,'02:00 p. m.',septiembre,Presente
'Monica Cabrera',Matematicas-A,martes,'09:00 a. m.',enero,Ausente
'Valeria Soto',Matematicas-A,jueves,'02:00 p. m.',agosto,Presente
'Miguel Castro',Matematicas-A,lunes,'07:15 p. m.',abril,Presente
'Diego Campos',Quimica-C,martes,'03:15 a. m.',noviembre,Presente
'Camila Navarro',Quimica-C,miercoles,'04:30 p. m.',junio,Presente
'Tomas Gallardo',Quimica-C,viernes,'03:30 p. m.',septiembre,Presente
'Lucia Medina',Historia-B,jueves,'10:00 p. m.',junio,Ausente
'Hector Gutierrez',Matematicas-A,miercoles,'09:30 p. m.',abril,Ausente
'Miguel Castro',Historia-B,jueves,'07:15 a. m.',abril,Presente
'Andrea Rios',Quimica-C,jueves,'03:30 p. m.',mayo,Presente
'Camila Navarro',Quimica-C,lunes,'01:15 p. m.',diciembre,Presente
'Pablo Torres',Quimica-C,viernes,'02:15 p. m.',abril,Presente
'Elena Vargas',Matematicas-A,miercoles,'03:15 p. m.',enero,Presente
'Claudia Reyes',Quimica-C,martes,'09:30 p. m.',enero,Presente
'Rafael Ortiz',Matematicas-A,miercoles,'03:45 a. m.',septiembre,Presente
'Camila Navarro',Historia-B,viernes,'08:00 a. m.',enero,Presente
'Paula Fernandez',Historia-B,viernes,'04:15 p. m.',mayo,Presente
'Ana Torres',Historia-B,miercoles,'03:45 p. m.',febrero,Presente
'Monica Cabrera',Quimica-C,lunes,'01:45 p. m.',septiembre,Presente
'Valeria Soto',Quimica-C,martes,'11:00 p. m.',septiembre,Tarde
'Paula Fernandez',Quimica-C,miercoles,'11:30 p. m.',junio,Ausente
'Pedro Gomez',Quimica-C,jueves,'02:15 p. m.',enero,Presente
'Monica Cabrera',Matematicas-A,viernes,'02:15 a. m.',mayo,Presente
'Isabel Fuentes',Matematicas-A,lunes,'11:45 a. m.',septiembre,Ausente
'Gabriel Romero',Historia-B,viernes,'04:15 a. m.',enero,Presente
'Mario Salazar',Matematicas-A,lunes,'11:15 p. m.',febrero,Ausente
'Jorge Morales',Historia-B,viernes,'11:30 p. m.',abril,Ausente
'Isabel Fuentes',Quimica-C,jueves,'10:15 p. m.',abril,Presente
'Paula Fernandez',Quimica-C,viernes,'01:30 p. m.',julio,Presente
'Andrea Rios',Historia-B,jueves,'01:45 p. m.',agosto,Presente
'Pedro Gomez',Quimica-C,martes,'07:15 p. m.',noviembre,Presente
'Gabriel Romero',Matematicas-A,miercoles,'06:45 p. m.',febrero,Presente
'Daniela Pardo',Matematicas-A,martes,'10:00 p. m.',agosto,Ausente
'Miguel Castro',Matematicas-A,jueves,'02:15 p. m.',septiembre,Presente
'Monica Cabrera',Quimica-C,miercoles,'10:15 a. m.',enero,Presente
'Luis Silva',Quimica-C,miercoles,'06:45 a. m.',mayo,Presente
'Lucia Medina',Historia-B,viernes,'01:15 p. m.',marzo,Presente
'Tomas Gallardo',Historia-B,jueves,'10:00 a. m.',agosto,Ausente
'Camila Navarro',Matematicas-A,viernes,'08:15 p. m.',abril,Tarde
'Sara Villalba',Historia-B,lunes,'03:45 p. m.',enero,Presente
'Laura Sanchez',Matematicas-A,jueves,'10:15 a. m.',junio,Ausente
'Mario Salazar',Matematicas-A,lunes,'05:45 a. m.',abril,Presente
'Pablo Torres',Matematicas-A,miercoles,'03:30 p. m.',mayo,Presente
'Jorge Morales',Quimica-C,viernes,'10:30 a. m.',noviembre,Presente
'Tomas Gallardo',Quimica-C,jueves,'12:15 a. m.',marzo,Ausente
'Valeria Soto',Historia-B,miercoles,'08:45 a. m.',noviembre,Presente
'Daniela Pardo',Matematicas-A,miercoles,'01:15 a. m.',mayo,Presente
'Laura Sanchez',Quimica-C,viernes,'05:00 a. m.',febrero,Presente
'Pablo Torres',Quimica-C,viernes,'09:00 p. m.',octubre,Presente
'Luis Silva',Matematicas-A,miercoles,'03:15 a. m.',noviembre,Presente
'Jorge Morales',Historia-B,miercoles,'07:45 a. m.',septiembre,Presente
'Diana Moreno',Quimica-C,jueves,'09:00 a. m.',noviembre,Presente
'Camila Navarro',Matematicas-A,lunes,'05:15 p. m.',marzo,Presente
'Miguel Castro',Matematicas-A,miercoles,'11:00 a. m.',enero,Ausente
'Isabel Fuentes',Quimica-C,lunes,'09:00 a. m.',enero,Presente
'Carlos Diaz',Quimica-C,lunes,'03:45 a. m.',mayo,Presente
'Rafael Ortiz',Matematicas-A,miercoles,'02:30 a. m.',febrero,Presente
'Diana Moreno',Historia-B,viernes,'04:15 p. m.',mayo,Presente
'Camila Navarro',Matematicas-A,lunes,'11:45 a. m.',abril,Ausente
'Pedro Gomez',Historia-B,miercoles,'09:30 a. m.',enero,Tarde
'Andrea Rios',Quimica-C,miercoles,'05:30 a. m.',octubre,Presente
'Camila Navarro',Quimica-C,jueves,'06:45 a. m.',febrero,Presente
'Mario Salazar',Historia-B,lunes,'10:00 a. m.',septiembre,Ausente
'Isabel Fuentes',Historia-B,lunes,'04:00 p. m.',noviembre,Presente
'Jorge Morales',Matematicas-A,miercoles,'03:00 p. m.',diciembre,Presente
'Mario Salazar',Historia-B,lunes,'11:15 a. m.',mayo,Ausente
'Rafael Ortiz',Matematicas-A,miercoles,'01:30 a. m.',agosto,Presente
'Sofia Herrera',Matematicas-A,lunes,'11:00 a. m.',febrero,Ausente
'Paula Fernandez',Historia-B,lunes,'03:00 p. m.',abril,Presente
'Hector Gutierrez',Matematicas-A,martes,'09:30 p. m.',diciembre,Ausente
'Jose Lopez',Matematicas-A,lunes,'09:00 p. m.',mayo,Ausente
'Sofia Herrera',Historia-B,martes,'09:15 p. m.',junio,Tarde
'Tomas Gallardo',Matematicas-A,martes,'12:30 p. m.',junio,Ausente
'Rafael Ortiz',Matematicas-A,lunes,'01:30 p. m.',noviembre,Presente
'Tomas Gallardo',Matematicas-A,viernes,'02:00 a. m.',junio,Presente
'Hector Gutierrez',Quimica-C,miercoles,'06:45 a. m.',junio,Presente
'Monica Cabrera',Quimica-C,viernes,'05:00 a. m.',mayo,Presente
'Pedro Gomez',Historia-B,jueves,'01:15 p. m.',septiembre,Presente
'Miguel Castro',Quimica-C,martes,'08:45 p. m.',mayo,Presente
'Diego Campos',Quimica-C,martes,'04:45 p. m.',mayo,Presente
'Isabel Fuentes',Quimica-C,lunes,'05:15 a. m.',junio,Presente
'Isabel Fuentes',Quimica-C,jueves,'05:45 a. m.',junio,Presente
'Andrea Rios',Quimica-C,miercoles,'08:45 p. m.',enero,Presente
'Diana Moreno',Quimica-C,jueves,'11:00 a. m.',octubre,Tarde
'Sara Villalba',Matematicas-A,viernes,'02:15 p. m.',enero,Presente
'Claudia Reyes',Historia-B,lunes,'08:30 a. m.',agosto,Presente
'Camila Navarro',Matematicas-A,miercoles,'08:00 p. m.',mayo,Presente
'Lucia Medina',Quimica-C,martes,'05:30 a. m.',abril,Presente
'Luis Silva',Historia-B,viernes,'06:45 p. m.',mayo,Presente
'Sara Villalba',Matematicas-A,martes,'06:15 p. m.',abril,Presente
'Claudia Reyes',Matematicas-A,jueves,'03:45 a. m.',diciembre,Presente
'Juan Pena',Matematicas-A,jueves,'08:15 a. m.',agosto,Tarde
'Gabriel Romero',Quimica-C,lunes,'01:15 p. m.',septiembre,Presente
'Tomas Gallardo',Quimica-C,martes,'09:30 p. m.',junio,Presente
'Rafael Ortiz',Historia-B,miercoles,'01:45 p. m.',junio,Presente
'Andrea Rios',Matematicas-A,viernes,'04:00 a. m.',julio,Presente
'Andrea Rios',Historia-B,lunes,'07:45 p. m.',diciembre,Presente
'Sara Villalba',Matematicas-A,martes,'07:00 p. m.',octubre,Presente
'Ana Torres',Matematicas-A,martes,'07:30 p. m.',febrero,Presente
'Sofia Herrera',Historia-B,viernes,'01:15 a. m.',enero,Presente
'Daniela Pardo',Matematicas-A,miercoles,'07:15 p. m.',agosto,Presente
'Isabel Fuentes',Quimica-C,jueves,'06:00 a. m.',noviembre,Presente
'Daniela Pardo',Matematicas-A,jueves,'10:00 a. m.',septiembre,Ausente
'Miguel Castro',Quimica-C,miercoles,'09:45 a. m.',febrero,Presente
'Laura Sanchez',Historia-B,miercoles,'07:45 p. m.',febrero,Presente
'Miguel Castro',Matematicas-A,viernes,'07:15 a. m.',diciembre,Presente
'Monica Cabrera',Quimica-C,miercoles,'05:00 a. m.',diciembre,Presente
'Ana Torres',Matematicas-A,jueves,'04:45 a. m.',julio,Presente
'Valeria Soto',Historia-B,miercoles,'09:15 p. m.',enero,Tarde
'Sara Villalba',Historia-B,martes,'08:30 a. m.',julio,Presente
